"","country","food_category","consumption","co2_emmission"
"1178","Ethiopia","Pork",0.02,0.07
"1179","Ethiopia","Poultry",0.66,0.71
"1180","Ethiopia","Beef",3.61,111.4
"1181","Ethiopia","Lamb & Goat",1.57,54.98
"1182","Ethiopia","Fish",0.24,0.38
"1183","Ethiopia","Eggs",0.36,0.33
"1184","Ethiopia","Milk - inc. cheese",44.14,62.87
"1185","Ethiopia","Wheat and Wheat Products",31.26,5.96
"1186","Ethiopia","Rice",2.25,2.88
"1187","Ethiopia","Soybeans",0.45,0.2
"1188","Ethiopia","Nuts inc. Peanut Butter",1.21,2.14
"1189","Myanmar","Pork",11.31,40.03
"1190","Myanmar","Poultry",21.87,23.49
"1191","Myanmar","Beef",4.94,152.44
"1192","Myanmar","Lamb & Goat",0.89,31.17
"1193","Myanmar","Fish",54.26,86.64
"1194","Myanmar","Eggs",6.45,5.92
"1195","Myanmar","Milk - inc. cheese",31.48,44.84
"1196","Myanmar","Wheat and Wheat Products",6.22,1.19
"1197","Myanmar","Rice",132.8,169.94
"1198","Myanmar","Soybeans",0.38,0.17
"1199","Myanmar","Nuts inc. Peanut Butter",4.5,7.97
"1200","Congo","Pork",2.39,8.46
"1201","Congo","Poultry",13.02,13.99
"1202","Congo","Beef",4.35,134.23
"1203","Congo","Lamb & Goat",0.4,14.01
"1204","Congo","Fish",26.22,41.86
"1205","Congo","Eggs",0.6,0.55
"1206","Congo","Milk - inc. cheese",10.69,15.23
"1207","Congo","Wheat and Wheat Products",40.07,7.64
"1208","Congo","Rice",16.51,21.13
"1209","Congo","Soybeans",0,0
"1210","Congo","Nuts inc. Peanut Butter",3.08,5.45
"1211","Zambia","Pork",1.66,5.88
"1212","Zambia","Poultry",3.29,3.53
"1213","Zambia","Beef",4.76,146.88
"1214","Zambia","Lamb & Goat",0.68,23.81
"1215","Zambia","Fish",6.2,9.9
"1216","Zambia","Eggs",3.32,3.05
"1217","Zambia","Milk - inc. cheese",9.71,13.83
"1218","Zambia","Wheat and Wheat Products",12.1,2.31
"1219","Zambia","Rice",3.05,3.9
"1220","Zambia","Soybeans",7.3,3.29
"1221","Zambia","Nuts inc. Peanut Butter",5.04,8.92
"1222","Cameroon","Pork",1.47,5.2
"1223","Cameroon","Poultry",3.29,3.53
"1224","Cameroon","Beef",4.17,128.68
"1225","Cameroon","Lamb & Goat",1.4,49.03
"1226","Cameroon","Fish",14.71,23.49
"1227","Cameroon","Eggs",0.4,0.37
"1228","Cameroon","Milk - inc. cheese",15.27,21.75
"1229","Cameroon","Wheat and Wheat Products",22.6,4.31
"1230","Cameroon","Rice",23.85,30.52
"1231","Cameroon","Soybeans",0.64,0.29
"1232","Cameroon","Nuts inc. Peanut Butter",9.29,16.44
"1233","Madagascar","Pork",2.56,9.06
"1234","Madagascar","Poultry",3.14,3.37
"1235","Madagascar","Beef",7.51,231.74
"1236","Madagascar","Lamb & Goat",0.57,19.96
"1237","Madagascar","Fish",4.41,7.04
"1238","Madagascar","Eggs",0.71,0.65
"1239","Madagascar","Milk - inc. cheese",24.84,35.38
"1240","Madagascar","Wheat and Wheat Products",9.01,1.72
"1241","Madagascar","Rice",102.53,131.21
"1242","Madagascar","Soybeans",0,0
"1243","Madagascar","Nuts inc. Peanut Butter",0.35,0.62
"1244","Malawi","Pork",5.45,19.29
"1245","Malawi","Poultry",1.38,1.48
"1246","Malawi","Beef",2.35,72.52
"1247","Malawi","Lamb & Goat",2.07,72.49
"1248","Malawi","Fish",7.33,11.7
"1249","Malawi","Eggs",1.08,0.99
"1250","Malawi","Milk - inc. cheese",7.98,11.37
"1251","Malawi","Wheat and Wheat Products",11.77,2.24
"1252","Malawi","Rice",4.75,6.08
"1253","Malawi","Soybeans",1.76,0.79
"1254","Malawi","Nuts inc. Peanut Butter",5.08,8.99
"1255","Guinea","Pork",0.16,0.57
"1256","Guinea","Poultry",1.83,1.97
"1257","Guinea","Beef",6.26,193.17
"1258","Guinea","Lamb & Goat",1.6,56.03
"1259","Guinea","Fish",9.18,14.66
"1260","Guinea","Eggs",1.95,1.79
"1261","Guinea","Milk - inc. cheese",20.62,29.37
"1262","Guinea","Wheat and Wheat Products",18.55,3.54
"1263","Guinea","Rice",97.12,124.28
"1264","Guinea","Soybeans",0,0
"1265","Guinea","Nuts inc. Peanut Butter",4.14,7.33
"1266","Nigeria","Pork",1.47,5.2
"1267","Nigeria","Poultry",1.73,1.86
"1268","Nigeria","Beef",2.33,71.9
"1269","Nigeria","Lamb & Goat",2.72,95.25
"1270","Nigeria","Fish",16.03,25.59
"1271","Nigeria","Eggs",3.46,3.18
"1272","Nigeria","Milk - inc. cheese",7.91,11.27
"1273","Nigeria","Wheat and Wheat Products",20.82,3.97
"1274","Nigeria","Rice",28.23,36.13
"1275","Nigeria","Soybeans",2.6,1.17
"1276","Nigeria","Nuts inc. Peanut Butter",6.93,12.27
"1277","Rwanda","Pork",0.76,2.69
"1278","Rwanda","Poultry",1.34,1.44
"1279","Rwanda","Beef",2.53,78.07
"1280","Rwanda","Lamb & Goat",1.93,67.59
"1281","Rwanda","Fish",3.88,6.2
"1282","Rwanda","Eggs",0.16,0.15
"1283","Rwanda","Milk - inc. cheese",7.23,10.3
"1284","Rwanda","Wheat and Wheat Products",11.34,2.16
"1285","Rwanda","Rice",8.7,11.13
"1286","Rwanda","Soybeans",1.93,0.87
"1287","Rwanda","Nuts inc. Peanut Butter",0.58,1.03
"1288","Philippines","Pork",18.4,65.13
"1289","Philippines","Poultry",11.91,12.79
"1290","Philippines","Beef",4.06,125.28
"1291","Philippines","Lamb & Goat",0.56,19.61
"1292","Philippines","Fish",28.51,45.52
"1293","Philippines","Eggs",4.02,3.69
"1294","Philippines","Milk - inc. cheese",15.66,22.31
"1295","Philippines","Wheat and Wheat Products",23.12,4.41
"1296","Philippines","Rice",119.44,152.85
"1297","Philippines","Soybeans",0.03,0.01
"1298","Philippines","Nuts inc. Peanut Butter",2.08,3.68
"1299","Ghana","Pork",1.36,4.81
"1300","Ghana","Poultry",8.63,9.27
"1301","Ghana","Beef",1.09,33.64
"1302","Ghana","Lamb & Goat",1.74,60.93
"1303","Ghana","Fish",26.05,41.59
"1304","Ghana","Eggs",1.21,1.11
"1305","Ghana","Milk - inc. cheese",9.08,12.93
"1306","Ghana","Wheat and Wheat Products",14.45,2.76
"1307","Ghana","Rice",32.03,40.99
"1308","Ghana","Soybeans",0.01,0
"1309","Ghana","Nuts inc. Peanut Butter",5.56,9.84
"1310","Togo","Pork",1.57,5.56
"1311","Togo","Poultry",6.63,7.12
"1312","Togo","Beef",1.53,47.21
"1313","Togo","Lamb & Goat",1.58,55.33
"1314","Togo","Fish",11.69,18.67
"1315","Togo","Eggs",0.86,0.79
"1316","Togo","Milk - inc. cheese",7.96,11.34
"1317","Togo","Wheat and Wheat Products",12.91,2.46
"1318","Togo","Rice",25.99,33.26
"1319","Togo","Soybeans",0.01,0
"1320","Togo","Nuts inc. Peanut Butter",3.59,6.35
"1321","Gambia","Pork",0.18,0.64
"1322","Gambia","Poultry",2.66,2.86
"1323","Gambia","Beef",2.16,66.65
"1324","Gambia","Lamb & Goat",0.71,24.86
"1325","Gambia","Fish",23.13,36.93
"1326","Gambia","Eggs",0.99,0.91
"1327","Gambia","Milk - inc. cheese",45.71,65.11
"1328","Gambia","Wheat and Wheat Products",37.91,7.23
"1329","Gambia","Rice",61.84,79.14
"1330","Gambia","Soybeans",0,0
"1331","Gambia","Nuts inc. Peanut Butter",5.27,9.33
"1332","India","Pork",0.28,0.99
"1333","India","Poultry",1.88,2.02
"1334","India","Beef",0.81,24.99
"1335","India","Lamb & Goat",0.58,20.31
"1336","India","Fish",4.71,7.52
"1337","India","Eggs",2.58,2.37
"1338","India","Milk - inc. cheese",84.5,120.36
"1339","India","Wheat and Wheat Products",60.56,11.55
"1340","India","Rice",69.49,88.93
"1341","India","Soybeans",0.39,0.18
"1342","India","Nuts inc. Peanut Butter",1.92,3.4
"1343","Thailand","Pork",13,46.01
"1344","Thailand","Poultry",13.69,14.71
"1345","Thailand","Beef",2.56,79
"1346","Thailand","Lamb & Goat",0.05,1.75
"1347","Thailand","Fish",19.45,31.06
"1348","Thailand","Eggs",12.35,11.34
"1349","Thailand","Milk - inc. cheese",29.35,41.81
"1350","Thailand","Wheat and Wheat Products",10.93,2.08
"1351","Thailand","Rice",114.57,146.62
"1352","Thailand","Soybeans",2.13,0.96
"1353","Thailand","Nuts inc. Peanut Butter",1.5,2.66
"1354","Mozambique","Pork",5.13,18.16
"1355","Mozambique","Poultry",1.41,1.51
"1356","Mozambique","Beef",1.04,32.09
"1357","Mozambique","Lamb & Goat",0.9,31.52
"1358","Mozambique","Fish",7.74,12.36
"1359","Mozambique","Eggs",1.7,1.56
"1360","Mozambique","Milk - inc. cheese",4.79,6.82
"1361","Mozambique","Wheat and Wheat Products",14.65,2.79
"1362","Mozambique","Rice",23.41,29.96
"1363","Mozambique","Soybeans",0.03,0.01
"1364","Mozambique","Nuts inc. Peanut Butter",2.61,4.62
"1365","Cambodia","Pork",6.52,23.08
"1366","Cambodia","Poultry",1.84,1.98
"1367","Cambodia","Beef",4.85,149.66
"1368","Cambodia","Lamb & Goat",0,0
"1369","Cambodia","Fish",39.59,63.21
"1370","Cambodia","Eggs",1.37,1.26
"1371","Cambodia","Milk - inc. cheese",3.47,4.94
"1372","Cambodia","Wheat and Wheat Products",2.74,0.52
"1373","Cambodia","Rice",159.1,203.6
"1374","Cambodia","Soybeans",4.33,1.95
"1375","Cambodia","Nuts inc. Peanut Butter",1.25,2.21
"1376","Sierra Leone","Pork",1.22,4.32
"1377","Sierra Leone","Poultry",4.97,5.34
"1378","Sierra Leone","Beef",1.99,61.41
"1379","Sierra Leone","Lamb & Goat",0.65,22.76
"1380","Sierra Leone","Fish",32.03,51.14
"1381","Sierra Leone","Eggs",1.92,1.76
"1382","Sierra Leone","Milk - inc. cheese",7,9.97
"1383","Sierra Leone","Wheat and Wheat Products",8.72,1.66
"1384","Sierra Leone","Rice",103.3,132.19
"1385","Sierra Leone","Soybeans",0,0
"1386","Sierra Leone","Nuts inc. Peanut Butter",5.57,9.86
"1387","Sri Lanka","Pork",0.05,0.18
"1388","Sri Lanka","Poultry",4.96,5.33
"1389","Sri Lanka","Beef",1.38,42.58
"1390","Sri Lanka","Lamb & Goat",0.09,3.15
"1391","Sri Lanka","Fish",24.92,39.79
"1392","Sri Lanka","Eggs",4.57,4.2
"1393","Sri Lanka","Milk - inc. cheese",34.98,49.83
"1394","Sri Lanka","Wheat and Wheat Products",37.01,7.06
"1395","Sri Lanka","Rice",109.72,140.41
"1396","Sri Lanka","Soybeans",0,0
"1397","Sri Lanka","Nuts inc. Peanut Butter",1.09,1.93
"1398","Indonesia","Pork",2.98,10.55
"1399","Indonesia","Poultry",7.5,8.06
"1400","Indonesia","Beef",2.59,79.92
"1401","Indonesia","Lamb & Goat",0.46,16.11
"1402","Indonesia","Fish",25.65,40.95
"1403","Indonesia","Eggs",4.88,4.48
"1404","Indonesia","Milk - inc. cheese",14.82,21.11
"1405","Indonesia","Wheat and Wheat Products",25.45,4.85
"1406","Indonesia","Rice",134.62,172.27
"1407","Indonesia","Soybeans",1.12,0.5
"1408","Indonesia","Nuts inc. Peanut Butter",4.92,8.71
"1409","Liberia","Pork",4.01,14.19
"1410","Liberia","Poultry",8.91,9.57
"1411","Liberia","Beef",0.78,24.07
"1412","Liberia","Lamb & Goat",0.48,16.81
"1413","Liberia","Fish",4.13,6.59
"1414","Liberia","Eggs",2.05,1.88
"1415","Liberia","Milk - inc. cheese",3.04,4.33
"1416","Liberia","Wheat and Wheat Products",10.95,2.09
"1417","Liberia","Rice",94.75,121.25
"1418","Liberia","Soybeans",0.63,0.28
"1419","Liberia","Nuts inc. Peanut Butter",1.31,2.32
"1420","Bangladesh","Pork",0,0
"1421","Bangladesh","Poultry",1.4,1.5
"1422","Bangladesh","Beef",1.28,39.5
"1423","Bangladesh","Lamb & Goat",1.33,46.58
"1424","Bangladesh","Fish",18.07,28.85
"1425","Bangladesh","Eggs",2.08,1.91
"1426","Bangladesh","Milk - inc. cheese",21.91,31.21
"1427","Bangladesh","Wheat and Wheat Products",17.47,3.33
"1428","Bangladesh","Rice",171.73,219.76
"1429","Bangladesh","Soybeans",0.61,0.27
"1430","Bangladesh","Nuts inc. Peanut Butter",0.72,1.27
